LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,length_m_s,road_densi,point_coun,node_densi
E01000144,Barnet 038C,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,"1538","1538","0",77.6000,"607",2.5000,13026.000000,"67768",273.000000000000000,"1420"
E01000145,Barnet 037A,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1517","1473","44",73.2000,"444",3.3000,5431.000000,"25866",80.000000000000000,"381"
E01000146,Barnet 038D,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,"1716","1715","1",83.1000,"744",2.3000,10552.000000,"50155",339.000000000000000,"1611"
E01000147,Barnet 030A,E02000053,Barnet 030,E09000003,Barnet,E12000007,London,"1734","1732","2",85.7000,"544",3.2000,7408.000000,"36387",106.000000000000000,"521"
E01000148,Barnet 030B,E02000053,Barnet 030,E09000003,Barnet,E12000007,London,"1873","1858","15",80.0000,"725",2.6000,9626.000000,"41880",276.000000000000000,"1201"
E01000150,Barnet 036A,E02000059,Barnet 036,E09000003,Barnet,E12000007,London,"2060","2056","4",44.3000,"744",2.8000,14945.000000,"32209",384.000000000000000,"828"
E01000151,Barnet 026B,E02000049,Barnet 026,E09000003,Barnet,E12000007,London,"1711","1711","0",120.3000,"617",2.8000,5527.000000,"38675",194.000000000000000,"1358"
E01000152,Barnet 026C,E02000049,Barnet 026,E09000003,Barnet,E12000007,London,"1729","1729","0",93.5000,"564",3.1000,10800.000000,"59782",234.000000000000000,"1295"
E01000153,Barnet 026D,E02000049,Barnet 026,E09000003,Barnet,E12000007,London,"1541","1541","0",93.4000,"620",2.5000,10813.000000,"65143",310.000000000000000,"1868"
E01000154,Barnet 026E,E02000049,Barnet 026,E09000003,Barnet,E12000007,London,"1360","1360","0",100.8000,"501",2.7000,7248.000000,"54384",229.000000000000000,"1718"
E01000155,Barnet 030D,E02000053,Barnet 030,E09000003,Barnet,E12000007,London,"1880","1880","0",64.7000,"797",2.4000,13695.000000,"46218",488.000000000000000,"1647"
E01000156,Barnet 022A,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,"1875","1875","0",104.2000,"751",2.5000,7537.000000,"42186",150.000000000000000,"840"
E01000157,Barnet 022B,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,"1541","1541","0",122.4000,"689",2.2000,4235.000000,"34252",65.000000000000000,"526"
E01000158,Barnet 015A,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,"1470","1455","15",54.4000,"564",2.6000,9500.000000,"35156",212.000000000000000,"785"
E01000159,Barnet 015B,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,"1777","1777","0",36.0000,"645",2.8000,19193.000000,"38634",517.000000000000000,"1041"
E01000160,Barnet 015C,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,"2061","2037","24",68.1000,"923",2.2000,16281.000000,"53835",638.000000000000000,"2110"
E01000161,Barnet 015D,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,"1821","1752","69",75.1000,"710",2.5000,10514.000000,"43940",382.000000000000000,"1596"
E01000162,Barnet 015E,E02000038,Barnet 015,E09000003,Barnet,E12000007,London,"1599","1502","97",87.7000,"552",2.7000,7255.000000,"39505",412.000000000000000,"2243"
E01000163,Barnet 022C,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,"1558","1547","11",81.4000,"759",2.0000,13014.000000,"66071",517.000000000000000,"2625"
E01000164,Barnet 022D,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,"1686","1686","0",30.8000,"648",2.6000,23825.000000,"43229",1012.000000000000000,"1836"
E01000165,Barnet 022E,E02000045,Barnet 022,E09000003,Barnet,E12000007,London,"1862","1862","0",100.5000,"707",2.6000,11464.000000,"60670",298.000000000000000,"1577"
E01000166,Barnet 003A,E02000026,Barnet 003,E09000003,Barnet,E12000007,London,"1582","1582","0",42.8000,"648",2.4000,11558.000000,"30824",443.000000000000000,"1181"
E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1307","1307","0",21.7000,"522",2.5000,15070.000000,"25119",513.000000000000000,"855"
E01000168,Barnet 003B,E02000026,Barnet 003,E09000003,Barnet,E12000007,London,"1564","1559","5",49.8000,"576",2.7000,9009.000000,"28816",226.000000000000000,"723"
E01000169,Barnet 003C,E02000026,Barnet 003,E09000003,Barnet,E12000007,London,"1490","1485","5",62.5000,"670",2.2000,6964.000000,"29312",180.000000000000000,"758"
E01000170,Barnet 006A,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,"1636","1626","10",55.2000,"656",2.5000,10792.000000,"36397",371.000000000000000,"1251"
E01000171,Barnet 006B,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,"1849","1849","0",55.5000,"856",2.2000,11807.000000,"35450",477.000000000000000,"1432"
E01000172,Barnet 003D,E02000026,Barnet 003,E09000003,Barnet,E12000007,London,"1677","1650","27",30.8000,"602",2.7000,22060.000000,"40414",1123.000000000000000,"2057"
E01000173,Barnet 006C,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,"1719","1719","0",47.0000,"617",2.8000,16856.000000,"45899",704.000000000000000,"1917"
E01000174,Barnet 006D,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,"1728","1728","0",91.7000,"766",2.3000,8699.000000,"46337",274.000000000000000,"1460"
E01000175,Barnet 006E,E02000029,Barnet 006,E09000003,Barnet,E12000007,London,"1585","1585","0",31.6000,"618",2.6000,19156.000000,"38074",595.000000000000000,"1183"
E01000176,Barnet 027A,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,"1613","1605","8",73.4000,"698",2.3000,8589.000000,"38681",286.000000000000000,"1288"
E01000177,Barnet 029A,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,"1628","1628","0",96.5000,"690",2.4000,8068.000000,"47988",234.000000000000000,"1392"
E01000178,Barnet 027B,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,"1791","1791","0",42.9000,"695",2.6000,10744.000000,"25579",210.000000000000000,"500"
E01000179,Barnet 029B,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,"1614","1614","0",112.2000,"763",2.1000,7789.000000,"54172",268.000000000000000,"1864"
E01000180,Barnet 029C,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,"1607","1607","0",94.1000,"689",2.3000,8003.000000,"47077",254.000000000000000,"1494"
E01000181,Barnet 029D,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,"1711","1711","0",119.6000,"669",2.6000,5833.000000,"40107",110.000000000000000,"756"
E01000182,Barnet 029E,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,"1691","1691","0",77.1000,"746",2.3000,7248.000000,"33421",262.000000000000000,"1208"
E01000183,Barnet 033A,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1473","1392","81",63.7000,"584",2.4000,8621.000000,"37749",239.000000000000000,"1047"
E01000184,Barnet 027C,E02000050,Barnet 027,E09000003,Barnet,E12000007,London,"1414","1414","0",20.6000,"503",2.8000,23209.000000,"33973",849.000000000000000,"1243"
E01000185,Barnet 029F,E02000052,Barnet 029,E09000003,Barnet,E12000007,London,"1447","1447","0",117.1000,"606",2.4000,6247.000000,"52474",140.000000000000000,"1176"
E01000186,Barnet 014A,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,"1612","1612","0",63.2000,"501",3.2000,11878.000000,"47517",227.000000000000000,"908"
E01000187,Barnet 014B,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,"1657","1657","0",76.8000,"593",2.8000,8113.000000,"38041",189.000000000000000,"886"
E01000188,Barnet 014C,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,"1554","1554","0",4.9000,"516",3.0000,50783.000000,"15854",1528.000000000000000,"477"
E01000189,Barnet 014D,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,"1814","1814","0",111.9000,"711",2.6000,8133.000000,"49714",211.000000000000000,"1290"
E01000190,Barnet 014E,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,"1579","1579","0",63.6000,"546",2.9000,7147.000000,"29185",119.000000000000000,"486"
E01000191,Barnet 014F,E02000037,Barnet 014,E09000003,Barnet,E12000007,London,"1525","1525","0",60.0000,"530",2.9000,8348.000000,"32344",147.000000000000000,"570"
E01000192,Barnet 018A,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1850","1850","0",65.1000,"683",2.7000,8107.000000,"28538",227.000000000000000,"799"
E01000193,Barnet 018B,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1709","1709","0",56.2000,"594",2.9000,14022.000000,"46203",529.000000000000000,"1743"
E01000194,Barnet 018C,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1640","1640","0",49.3000,"610",2.7000,13538.000000,"40799",398.000000000000000,"1199"
E01000195,Barnet 013A,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1788","1788","0",56.7000,"697",2.6000,15258.000000,"49645",467.000000000000000,"1519"
E01000196,Barnet 028A,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1802","1802","0",73.3000,"896",2.0000,10538.000000,"42780",307.000000000000000,"1246"
E01000197,Barnet 023A,E02000046,Barnet 023,E09000003,Barnet,E12000007,London,"1830","1827","3",66.1000,"707",2.6000,9312.000000,"33362",195.000000000000000,"699"
E01000198,Barnet 025A,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1893","1893","0",57.5000,"685",2.8000,13498.000000,"40823",252.000000000000000,"762"
E01000199,Barnet 025B,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1617","1617","0",47.8000,"671",2.4000,11273.000000,"33667",295.000000000000000,"881"
E01000200,Barnet 028B,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1845","1839","6",66.4000,"863",2.1000,9144.000000,"33198",202.000000000000000,"733"
E01000201,Barnet 028C,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1531","1531","0",38.9000,"517",3.0000,15022.000000,"38188",389.000000000000000,"989"
E01000202,Barnet 028D,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1751","1751","0",77.5000,"648",2.7000,6265.000000,"27722",100.000000000000000,"442"
E01000203,Barnet 028E,E02000051,Barnet 028,E09000003,Barnet,E12000007,London,"1718","1646","72",56.3000,"613",2.7000,15796.000000,"52158",508.000000000000000,"1677"
E01000204,Barnet 025C,E02000048,Barnet 025,E09000003,Barnet,E12000007,London,"1728","1728","0",54.6000,"687",2.5000,7703.000000,"23912",186.000000000000000,"577"
E01000205,Barnet 035A,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1522","1522","0",40.0000,"619",2.5000,12990.000000,"34259",383.000000000000000,"1010"
E01000206,Barnet 033B,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1576","1490","86",11.9000,"514",2.9000,23592.000000,"17838",834.000000000000000,"631"
E01000207,Barnet 033C,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1583","1583","0",45.6000,"608",2.6000,12096.000000,"35078",206.000000000000000,"597"
E01000208,Barnet 033D,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1594","1591","3",39.2000,"619",2.6000,16971.000000,"41630",549.000000000000000,"1347"
E01000209,Barnet 035B,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1563","1550","13",38.9000,"747",2.1000,12976.000000,"32329",208.000000000000000,"518"
E01000210,Barnet 033E,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1548","1548","0",31.2000,"600",2.6000,17728.000000,"35337",424.000000000000000,"845"
E01000211,Barnet 035C,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"2014","2014","0",73.5000,"861",2.3000,12461.000000,"44953",251.000000000000000,"905"
E01000212,Barnet 035D,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1428","1428","0",41.1000,"529",2.7000,12986.000000,"37607",215.000000000000000,"623"
E01000213,Barnet 033F,E02000056,Barnet 033,E09000003,Barnet,E12000007,London,"1438","1438","0",33.9000,"465",3.1000,6738.000000,"15741",143.000000000000000,"334"
E01000214,Barnet 038E,E02000061,Barnet 038,E09000003,Barnet,E12000007,London,"1663","1663","0",50.2000,"717",2.3000,11566.000000,"34551",263.000000000000000,"786"
E01000215,Barnet 037B,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"2033","2033","0",92.9000,"680",3.0000,7105.000000,"31859",108.000000000000000,"484"
E01000216,Barnet 035E,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1968","1947","21",100.9000,"684",2.8000,7476.000000,"37770",92.000000000000000,"465"
E01000217,Barnet 035F,E02000058,Barnet 035,E09000003,Barnet,E12000007,London,"1725","1716","9",80.4000,"521",3.3000,8372.000000,"39434",129.000000000000000,"608"
E01000218,Barnet 037C,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1818","1798","20",119.8000,"573",3.1000,6932.000000,"46045",56.000000000000000,"372"
E01000219,Barnet 037D,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1905","1897","8",99.6000,"581",3.3000,5924.000000,"30869",121.000000000000000,"631"
E01000220,Barnet 037E,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1871","1731","140",122.0000,"593",2.9000,4538.000000,"29898",58.000000000000000,"382"
E01000221,Barnet 039B,E02000062,Barnet 039,E09000003,Barnet,E12000007,London,"1294","1279","15",30.7000,"485",2.6000,20887.000000,"49513",701.000000000000000,"1662"
E01000222,Barnet 040C,E02000063,Barnet 040,E09000003,Barnet,E12000007,London,"1582","1582","0",38.0000,"506",3.1000,17132.000000,"41473",256.000000000000000,"620"
E01000223,Barnet 039C,E02000062,Barnet 039,E09000003,Barnet,E12000007,London,"1287","1287","0",23.6000,"478",2.7000,15365.000000,"28059",399.000000000000000,"729"
E01000224,Barnet 040D,E02000063,Barnet 040,E09000003,Barnet,E12000007,London,"1559","1559","0",97.1000,"524",3.0000,6173.000000,"37942",85.000000000000000,"522"
E01000225,Barnet 037F,E02000060,Barnet 037,E09000003,Barnet,E12000007,London,"1776","1761","15",57.2000,"529",3.3000,9659.000000,"31234",138.000000000000000,"446"
E01000226,Barnet 018D,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1758","1758","0",101.6000,"630",2.8000,6765.000000,"38299",149.000000000000000,"844"
E01000227,Barnet 018E,E02000041,Barnet 018,E09000003,Barnet,E12000007,London,"1854","1805","49",72.5000,"603",3.0000,6235.000000,"24400",125.000000000000000,"489"
E01000228,Barnet 007A,E02000030,Barnet 007,E09000003,Barnet,E12000007,London,"1481","1481","0",5.1000,"475",3.1000,40751.000000,"14044",1228.000000000000000,"423"
E01000229,Barnet 013B,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1667","1667","0",59.5000,"600",2.8000,18694.000000,"66375",263.000000000000000,"934"
E01000230,Barnet 013C,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1785","1757","28",65.8000,"650",2.7000,11966.000000,"44171",175.000000000000000,"646"
E01000231,Barnet 013D,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1849","1849","0",50.7000,"654",2.8000,21103.000000,"58180",439.000000000000000,"1210"
E01000232,Barnet 013E,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1837","1811","26",61.6000,"706",2.6000,12333.000000,"41454",279.000000000000000,"938"
E01000233,Barnet 013F,E02000036,Barnet 013,E09000003,Barnet,E12000007,London,"1817","1817","0",68.6000,"635",2.9000,8559.000000,"32693",216.000000000000000,"825"
E01000234,Barnet 021D,E02000044,Barnet 021,E09000003,Barnet,E12000007,London,"1701","1701","0",61.6000,"650",2.6000,11406.000000,"41402",244.000000000000000,"886"
E01000235,Barnet 021E,E02000044,Barnet 021,E09000003,Barnet,E12000007,London,"1688","1688","0",48.1000,"582",2.9000,14687.000000,"41622",254.000000000000000,"720"
E01000236,Barnet 034A,E02000057,Barnet 034,E09000003,Barnet,E12000007,London,"1860","1860","0",81.1000,"674",2.8000,8989.000000,"39419",211.000000000000000,"925"
E01000237,Barnet 032A,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"2038","2038","0",62.8000,"740",2.8000,11463.000000,"34648",329.000000000000000,"994"
E01000238,Barnet 034B,E02000057,Barnet 034,E09000003,Barnet,E12000007,London,"1963","1961","2",92.9000,"615",3.2000,11577.000000,"52973",288.000000000000000,"1318"
E01000239,Barnet 031A,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1970","1970","0",45.9000,"877",2.2000,22740.000000,"52435",1134.000000000000000,"2615"
E01000240,Barnet 031B,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1670","1670","0",37.9000,"582",2.9000,19873.000000,"45266",591.000000000000000,"1346"
E01000241,Barnet 031C,E02000054,Barnet 031,E09000003,Barnet,E12000007,London,"1744","1744","0",51.3000,"696",2.5000,14288.000000,"42784",282.000000000000000,"844"
E01000242,Barnet 032B,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1656","1592","64",59.9000,"597",2.7000,12808.000000,"46347",451.000000000000000,"1632"
E01000243,Barnet 032C,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1884","1884","0",102.6000,"791",2.4000,9867.000000,"52974",293.000000000000000,"1573"
E01000244,Barnet 032D,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1705","1532","173",76.2000,"582",2.6000,11716.000000,"52805",309.000000000000000,"1393"
E01000245,Barnet 032E,E02000055,Barnet 032,E09000003,Barnet,E12000007,London,"1982","1982","0",109.4000,"811",2.4000,8083.000000,"44852",243.000000000000000,"1348"
E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1503","1498","5",14.0000,"654",2.3000,30630.000000,"28336",1242.000000000000000,"1149"
E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1691","1691","0",63.7000,"746",2.3000,9593.000000,"35797",350.000000000000000,"1306"
E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1661","1613","48",61.3000,"666",2.4000,15250.000000,"55380",577.000000000000000,"2095"
E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"1525","1510","15",18.8000,"572",2.6000,17810.000000,"21980",618.000000000000000,"763"
E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,E12000007,London,"2232","2219","13",38.4000,"979",2.3000,20014.000000,"34186",1000.000000000000000,"1708"
E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,E12000007,London,"1846","1824","22",82.7000,"947",1.9000,12096.000000,"53370",481.000000000000000,"2122"
